,log_return,vol_5d,vol_20d,vol_60d,vol_ratio_5_20,vol_ratio_5_60,sma_gap_20d,sma_gap_60d,sma_gap_200d,rsi_14,macd_pct,macd_hist,M2_YOY,NFCI,YIELD_SPREAD,CPI_YOY,DEBT_EQUITY,LOAN_DEPOSIT,regime_label,close
1999-11-30,-0.011820544401149866,0.006512474463475912,0.006786329694105227,0.011402997414519523,0.959646046836305,0.5711195246947551,-0.001769195725634276,0.040970421040730454,0.05061556640279097,54.412240381874945,0.015407163368757491,-0.002203249971813471,5.740402193784266,-0.161,0.88,2.495435179549599,36.97,1.0083930154579106,2,87.28578186035156
1999-12-01,0.008044667334061907,0.007944205162529073,0.0066314979773223846,0.011431455142222012,1.1979503258080948,0.6949426003682766,0.004201971482326261,0.04868377167137927,0.05835647688514167,58.06842760753074,0.014142113464698496,-0.002661758622087538,5.740402193784266,-0.168,0.94,2.495435179549599,36.97,1.0083930154579106,2,87.99079895019531
1999-12-02,0.005990968127804381,0.008089823211855958,0.00660716793486747,0.011428776596205071,1.2244010280356568,0.7078468236523396,0.008163158623535338,0.05409087958915837,0.06397232710466882,60.61927658923472,0.013484849203278061,-0.0025749219038895786,5.740402193784266,-0.168,0.99,2.495435179549599,36.97,1.0083930154579106,2,88.51953125
1999-12-03,0.018197158980775337,0.011479344223948888,0.007445722216439304,0.011644997771854218,1.5417368376440108,0.9857747033403722,0.02400450498001705,0.07218475046689354,0.08267024565167147,67.22139181485267,0.014088600659850629,-0.0013452569381371595,5.740402193784266,-0.168,0.92,2.495435179549599,36.97,1.0024038314847525,2,90.14508056640625
1999-12-06,-0.0074143278537544465,0.012172235803443461,0.007565063822953387,0.011657678754104825,1.6090063598024533,1.0441388942166083,0.014668283444354557,0.06330193328146216,0.07401517465748464,62.59216233617039,0.014106521180943883,-0.0011537546917559753,5.740402193784266,-0.168,0.94,2.495435179549599,36.97,1.0024038314847525,2,89.47918701171875
1999-12-07,-0.008131216772892223,0.01114833002115274,0.00788131266136304,0.011673695505147725,1.414527059154215,0.9549957865730423,0.005156560213450234,0.05376885133570797,0.06470996241758264,57.91796075461059,0.01333967323549584,-0.0016361544783221518,5.740402193784266,-0.168,0.89,2.495435179549599,36.97,1.0024038314847525,2,88.75456237792969
1999-12-08,-0.006419294036668658,0.011492780031804147,0.0076912522126606235,0.011671533326758519,1.4942664359498967,0.9846846776725937,-0.002696334204544737,0.04611371488132132,0.057241535275653455,54.48386983804551,0.01206336376101075,-0.002407125930101362,5.740402193784266,-0.171,0.93,2.495435179549599,36.97,1.0024038314847525,2,88.1866455078125
1999-12-09,0.004873387940271408,0.011368138221556835,0.0076085591900012075,0.011470541344958245,1.4941249634354268,0.9910725117218273,0.000867956102970302,0.049944284407925865,0.06167409722214856,56.5867439735401,0.011193651107291855,-0.0025651918651853796,5.740402193784266,-0.171,0.89,2.495435179549599,36.97,1.0024038314847525,0,88.61746215820312
1999-12-10,0.0033096364816884607,0.006305002033318346,0.00755608843935239,0.011468436687065682,0.8344267121705009,0.5497699647615656,0.002987983589665788,0.05214977738536808,0.06442137538403592,58.01133657013044,0.010659753001765304,-0.00244290277926071,5.740402193784266,-0.171,0.78,2.495435179549599,36.97,1.005827087168373,0,88.91123962402344
1999-12-13,0.0017604538001231415,0.005934683511448439,0.00733395893516429,0.01137140037775182,0.8092059914588946,0.5218955726033239,0.003912472355513286,0.05291374918489056,0.06552798433671381,58.787980680036306,0.0102714159505016,-0.0022465548018505074,5.740402193784266,-0.171,0.72,2.495435179549599,36.97,1.005827087168373,0,89.06790161132812
1999-12-14,-0.009721853476505124,0.00643898965791943,0.007691490480066956,0.011451777115678099,0.8371575931357556,0.5622699073582306,-0.006035977998120501,0.04180251825878356,0.05447036505132208,52.9829066436151,0.009181857188837711,-0.00276672394172902,5.740402193784266,-0.171,0.83,2.495435179549599,36.97,1.005827087168373,0,88.20619201660156
1999-12-15,0.005314894305378772,0.0062135885182263255,0.0075528163707606925,0.011088624672463514,0.8226849711693064,0.5603570056489141,-0.0008273260082306555,0.04596721153798744,0.05933392157414685,55.56075843498273,0.008524641196318565,-0.00268848236177459,5.740402193784266,-0.169,0.9,2.495435179549599,30.35,1.005827087168373,0,88.6762466430664
